TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5
1020.0,0.004,0.0,0.071,0.521,0.314,0.08900000000000001,0.014,0.237,0.0,0.073,0.604,0.071,0.001,0.201,0.066,0.0,0.679,0.053,0.0,0.741,0.014,0.204,0.0,0.041,0.0,0.63,0.004,0.14,0.226,0.0
1021.0,0.006999999999999999,0.0,0.13,0.581,0.21,0.071,0.016,0.28600000000000003,0.0,0.07,0.5489999999999999,0.08,0.0,0.21600000000000005,0.056,0.0,0.6709999999999999,0.057,0.004,0.677,0.03,0.18,0.0,0.109,0.0,0.745,0.0,0.073,0.181,0.0
1022.0,0.009000000000000001,0.0,0.139,0.586,0.19,0.077,0.006999999999999999,0.213,0.0,0.105,0.614,0.06,0.006,0.161,0.07,0.0,0.691,0.071,0.001,0.38,0.044,0.49,0.0,0.084,0.0,0.73,0.006,0.125,0.139,0.0
1023.0,0.009000000000000001,0.0,0.087,0.741,0.094,0.069,0.016,0.219,0.0,0.5670000000000001,0.14,0.059,0.003,0.19,0.066,0.0,0.6829999999999999,0.059,0.006,0.446,0.07,0.406,0.0,0.071,0.0,0.773,0.004,0.19,0.033,0.0
1024.0,0.011,0.0,0.06,0.5539999999999999,0.331,0.043,0.014,0.18,0.0,0.7440000000000001,0.006999999999999999,0.054000000000000006,0.01,0.097,0.073,0.0,0.607,0.213,0.031,0.209,0.041,0.377,0.0,0.341,0.0,0.792,0.006,0.171,0.031,0.0
1025.0,0.03,0.0,0.063,0.196,0.659,0.053,0.02,0.187,0.0,0.609,0.127,0.057,0.0,0.146,0.07400000000000001,0.0,0.71,0.07,0.029,0.204,0.05,0.329,0.0,0.389,0.0,0.662,0.0,0.085,0.253,0.0
1026.0,0.036000000000000004,0.0,0.107,0.224,0.397,0.236,0.017,0.177,0.0,0.287,0.456,0.063,0.0,0.179,0.079,0.0,0.6859999999999999,0.057,0.011,0.243,0.039,0.447,0.0,0.26,0.0,0.708,0.001,0.085,0.206,0.0
1027.0,0.041,0.0,0.147,0.453,0.133,0.226,0.001,0.201,0.0,0.113,0.603,0.081,0.0,0.203,0.08,0.0,0.66,0.057,0.0,0.6579999999999999,0.03,0.265,0.0,0.047,0.0,0.823,0.006,0.085,0.086,0.0
1028.0,0.043,0.0,0.163,0.5760000000000001,0.087,0.131,0.044,0.34600000000000003,0.0,0.158,0.35100000000000003,0.1,0.0,0.213,0.06,0.0,0.667,0.06,0.0,0.745,0.03,0.17600000000000002,0.0,0.049,0.0,0.7829999999999999,0.003,0.175,0.039,0.0
1029.0,0.054000000000000006,0.0,0.161,0.486,0.131,0.16699999999999998,0.041,0.446,0.0,0.223,0.229,0.061,0.013,0.527,0.064,0.0,0.336,0.06,0.0,0.4320000000000001,0.033,0.47,0.0,0.066,0.0,0.809,0.004,0.16,0.027000000000000003,0.0
1030.0,0.04,0.0,0.16699999999999998,0.269,0.194,0.33,0.023,0.392,0.0,0.171,0.399,0.016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.917,0.019,0.043,0.0,0.021,0.0,0.909,0.0,0.077,0.014,0.0
1031.0,0.027000000000000003,0.0,0.114,0.126,0.6659999999999999,0.067,0.003,0.233,0.0,0.13,0.596,0.039,0.004,0.939,0.021,0.0,0.013,0.023,0.0,0.8809999999999999,0.04,0.051,0.0,0.029,0.009000000000000001,0.613,0.191,0.16,0.027000000000000003,0.0
1032.0,0.036000000000000004,0.0,0.121,0.246,0.483,0.114,0.001,0.237,0.0,0.114,0.6,0.047,0.0,0.994,0.003,0.0,0.003,0.0,0.0,0.866,0.053,0.051,0.0,0.03,0.017,0.483,0.297,0.175,0.027000000000000003,0.0
1033.0,0.07,0.0,0.079,0.067,0.097,0.687,0.0,0.219,0.0,0.127,0.593,0.061,0.003,0.983,0.006999999999999999,0.0,0.006,0.001,0.0,0.87,0.057,0.045,0.0,0.029,0.029,0.329,0.419,0.196,0.027000000000000003,0.0
1034.0,0.106,0.0,0.056,0.044,0.08900000000000001,0.706,0.041,0.404,0.0,0.142,0.217,0.196,0.0,0.984,0.003,0.0,0.003,0.01,0.0,0.855,0.04,0.05,0.0,0.054000000000000006,0.013,0.511,0.289,0.162,0.026,0.0
1035.0,0.08,0.0,0.094,0.374,0.069,0.383,0.031,0.294,0.0,0.093,0.036000000000000004,0.546,0.031,0.58,0.154,0.0,0.191,0.043,0.0,0.895,0.04,0.042,0.0,0.023,0.0,0.863,0.01,0.107,0.02,0.0
1036.0,0.043,0.0,0.111,0.6629999999999999,0.054000000000000006,0.129,0.027000000000000003,0.257,0.0,0.097,0.02,0.599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.013,0.132,0.0,0.004,0.0,0.899,0.001,0.098,0.001,0.0
1037.0,0.043,0.0,0.087,0.71,0.03,0.13,0.036000000000000004,0.305,0.0,0.161,0.273,0.226,0.0,0.997,0.003,0.0,0.0,0.0,0.0,0.384,0.019,0.561,0.0,0.036000000000000004,0.0,0.7509999999999999,0.013,0.222,0.014,0.0
1038.0,0.043,0.0,0.104,0.674,0.049,0.13,0.009000000000000001,0.279,0.0,0.111,0.563,0.039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.799,0.011,0.17800000000000002,0.0,0.011,0.0,0.83,0.006999999999999999,0.156,0.006999999999999999,0.0
1039.0,0.029,0.0,0.146,0.68,0.053,0.093,0.017,0.289,0.0,0.108,0.5539999999999999,0.031,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.402,0.03,0.508,0.0,0.06,0.0,0.865,0.004,0.113,0.017,0.0
1040.0,0.014,0.0,0.17,0.674,0.059,0.083,0.047,0.539,0.0,0.181,0.121,0.111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.435,0.02,0.484,0.0,0.061,0.0,0.889,0.006,0.092,0.013,0.0
1041.0,0.009000000000000001,0.0,0.276,0.47,0.149,0.097,0.024,0.435,0.0,0.104,0.424,0.013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.622,0.009000000000000001,0.332,0.0,0.037000000000000005,0.0,0.908,0.011,0.068,0.013,0.0
1042.0,0.006999999999999999,0.0,0.304,0.353,0.236,0.1,0.0,0.205,0.0,0.127,0.596,0.073,0.033,0.657,0.106,0.0,0.121,0.083,0.0,0.378,0.027000000000000003,0.5329999999999999,0.0,0.061,0.0,0.857,0.014,0.097,0.031,0.0
1043.0,0.004,0.0,0.189,0.644,0.08,0.083,0.006,0.187,0.0,0.14300000000000002,0.589,0.076,0.051,0.231,0.246,0.0,0.224,0.247,0.0,0.569,0.016,0.3720000000000001,0.0,0.043,0.0,0.446,0.013,0.4970000000000001,0.044,0.0
1044.0,0.004,0.0,0.126,0.764,0.041,0.064,0.003,0.195,0.0,0.151,0.58,0.071,0.023,0.624,0.191,0.0,0.03,0.131,0.0,0.596,0.016,0.361,0.0,0.027000000000000003,0.0,0.305,0.0,0.654,0.041,0.0
1045.0,0.011,0.0,0.146,0.7290000000000001,0.04,0.07400000000000001,0.0,0.218,0.0,0.127,0.599,0.056,0.0,0.8190000000000001,0.064,0.0,0.017,0.1,0.0,0.779,0.033,0.16899999999999998,0.0,0.019,0.0,0.338,0.0,0.623,0.039,0.0
1046.0,0.009000000000000001,0.0,0.319,0.546,0.053,0.07400000000000001,0.0,0.233,0.0,0.103,0.619,0.046,0.0,0.787,0.099,0.0,0.02,0.094,0.0,0.841,0.047,0.087,0.0,0.024,0.011,0.276,0.311,0.358,0.043,0.0
1047.0,0.014,0.0,0.221,0.35600000000000004,0.329,0.08,0.004,0.18600000000000005,0.0,0.12,0.616,0.07400000000000001,0.011,0.463,0.14300000000000002,0.0,0.246,0.13699999999999998,0.0,0.777,0.024,0.163,0.0,0.036000000000000004,0.02,0.076,0.674,0.15,0.08,0.0
1048.0,0.013,0.0,0.236,0.35600000000000004,0.3,0.096,0.004,0.17,0.0,0.14,0.6,0.086,0.017,0.14400000000000002,0.161,0.0,0.496,0.181,0.0,0.841,0.031,0.096,0.0,0.031,0.014,0.16399999999999998,0.459,0.334,0.029,0.0
1049.0,0.01,0.0,0.183,0.6409999999999999,0.086,0.08,0.046,0.193,0.0,0.114,0.57,0.077,0.0,0.087,0.094,0.0,0.721,0.097,0.0,0.855,0.039,0.066,0.0,0.04,0.014,0.103,0.657,0.193,0.033,0.0
1050.0,0.006999999999999999,0.0,0.311,0.5,0.071,0.11,0.006999999999999999,0.198,0.0,0.129,0.59,0.076,0.001,0.266,0.091,0.0,0.541,0.1,0.0,0.868,0.031,0.081,0.0,0.02,0.003,0.276,0.06,0.599,0.063,0.0
1051.0,0.004,0.0,0.49,0.306,0.103,0.097,0.026,0.363,0.0,0.153,0.339,0.12,0.006999999999999999,0.7929999999999999,0.084,0.0,0.049,0.067,0.0,0.872,0.044,0.053,0.0,0.031,0.016,0.223,0.05,0.16699999999999998,0.544,0.0
1052.0,0.014,0.0,0.184,0.634,0.077,0.09,0.101,0.746,0.0,0.061,0.061,0.03,0.043,0.471,0.249,0.0,0.033,0.204,0.016,0.601,0.141,0.106,0.0,0.136,0.021,0.226,0.019,0.155,0.579,0.0
1053.0,0.009000000000000001,0.0,0.246,0.206,0.467,0.073,0.046,0.826,0.0,0.039,0.061,0.027000000000000003,0.033,0.243,0.121,0.0,0.024,0.579,0.103,0.394,0.034,0.109,0.0,0.36,0.006999999999999999,0.687,0.01,0.263,0.033,0.0
1054.0,0.014,0.0,0.067,0.036000000000000004,0.416,0.467,0.041,0.623,0.0,0.017,0.057,0.261,0.029,0.257,0.079,0.0,0.029,0.607,0.014,0.189,0.043,0.091,0.0,0.6629999999999999,0.004,0.69,0.014,0.253,0.039,0.0
1055.0,0.023,0.0,0.069,0.067,0.071,0.77,0.016,0.6609999999999999,0.0,0.023,0.036000000000000004,0.264,0.024,0.243,0.079,0.0,0.024,0.63,0.034,0.439,0.041,0.051,0.0,0.434,0.0,0.899,0.009000000000000001,0.071,0.021,0.0
1056.0,0.03,0.0,0.091,0.086,0.099,0.6940000000000001,0.196,0.73,0.0,0.033,0.019,0.023,0.029,0.249,0.09,0.0,0.033,0.6,0.0,0.908,0.043,0.026,0.0,0.023,0.0,0.916,0.001,0.055,0.027000000000000003,0.0
1057.0,0.031,0.0,0.086,0.086,0.103,0.6940000000000001,0.564,0.28800000000000003,0.0,0.052000000000000005,0.033,0.063,0.029,0.234,0.1,0.0,0.029,0.609,0.0,0.8859999999999999,0.059,0.024,0.0,0.031,0.006999999999999999,0.716,0.013,0.092,0.171,0.0
1058.0,0.049,0.0,0.086,0.086,0.101,0.679,0.191,0.6629999999999999,0.0,0.058,0.053,0.034,0.04,0.336,0.099,0.0,0.021,0.504,0.0,0.884,0.051,0.024,0.0,0.04,0.024,0.261,0.024,0.107,0.584,0.0
1059.0,0.023,0.0,0.111,0.083,0.371,0.411,0.4,0.391,0.0,0.068,0.103,0.039,0.029,0.181,0.081,0.0,0.033,0.6759999999999999,0.0,0.865,0.057,0.021,0.0,0.057,0.027000000000000003,0.248,0.027000000000000003,0.119,0.579,0.0
1060.0,0.027000000000000003,0.0,0.103,0.104,0.213,0.5529999999999999,0.531,0.354,0.0,0.056,0.034,0.024,0.01,0.86,0.027000000000000003,0.0,0.063,0.04,0.0,0.898,0.034,0.039,0.0,0.029,0.001,0.884,0.011,0.085,0.019,0.0
1061.0,0.033,0.0,0.123,0.111,0.42,0.313,0.257,0.631,0.0,0.049,0.037000000000000005,0.026,0.033,0.483,0.09,0.0,0.327,0.067,0.0,0.892,0.043,0.036000000000000004,0.0,0.029,0.004,0.7979999999999999,0.011,0.166,0.02,0.0
1062.0,0.046,0.0,0.126,0.109,0.42,0.3,0.019,0.8759999999999999,0.0,0.037000000000000005,0.044,0.024,0.014,0.234,0.1,0.0,0.429,0.223,0.0,0.889,0.036000000000000004,0.046,0.0,0.029,0.004,0.797,0.003,0.175,0.021,0.0
1063.0,0.041,0.0,0.187,0.14,0.141,0.49,0.001,0.8809999999999999,0.0,0.063,0.036000000000000004,0.019,0.009000000000000001,0.233,0.094,0.0,0.544,0.12,0.0,0.897,0.03,0.045,0.0,0.029,0.004,0.848,0.004,0.129,0.014,0.0
1064.0,0.033,0.0,0.096,0.096,0.09,0.6859999999999999,0.004,0.98,0.0,0.008,0.006,0.001,0.001,0.8859999999999999,0.02,0.0,0.076,0.017,0.0,0.988,0.003,0.005,0.0,0.004,0.0,0.99,0.0,0.008,0.001,0.0
1065.0,0.031,0.0,0.08900000000000001,0.091,0.094,0.6940000000000001,0.014,0.934,0.0,0.026,0.013,0.013,0.02,0.44,0.107,0.0,0.35600000000000004,0.077,0.0,0.926,0.021,0.03,0.0,0.023,0.0,0.907,0.009000000000000001,0.062,0.023,0.0
1066.0,0.069,0.0,0.071,0.06,0.086,0.7140000000000001,0.014,0.933,0.0,0.024,0.014,0.014,0.097,0.439,0.181,0.0,0.077,0.206,0.0,0.954,0.006999999999999999,0.019,0.0,0.02,0.0,0.93,0.001,0.054000000000000006,0.014,0.0
1067.0,0.076,0.0,0.066,0.059,0.086,0.7140000000000001,0.016,0.944,0.0,0.021,0.013,0.006,0.059,0.531,0.28300000000000003,0.0,0.037000000000000005,0.09,0.0,0.955,0.014,0.015,0.0,0.016,0.0,0.94,0.003,0.045,0.013,0.0
1068.0,0.034,0.0,0.091,0.09,0.086,0.6990000000000001,0.01,0.964,0.0,0.016,0.01,0.0,0.006,0.8759999999999999,0.023,0.0,0.086,0.01,0.0,0.988,0.0,0.006999999999999999,0.0,0.006,0.0,0.984,0.0,0.012,0.004,0.0
1069.0,0.04,0.0,0.106,0.08900000000000001,0.127,0.639,0.017,0.6579999999999999,0.0,0.077,0.153,0.096,0.006,0.344,0.093,0.0,0.5,0.057,0.0,0.909,0.031,0.031,0.0,0.029,0.0,0.898,0.0,0.068,0.034,0.0
1070.0,0.027000000000000003,0.0,0.096,0.093,0.35,0.434,0.013,0.208,0.0,0.115,0.584,0.08,0.03,0.423,0.084,0.0,0.034,0.429,0.0,0.853,0.039,0.07,0.0,0.039,0.0,0.884,0.009000000000000001,0.076,0.031,0.0
1071.0,0.023,0.0,0.113,0.1,0.68,0.084,0.014,0.241,0.0,0.102,0.59,0.053,0.051,0.433,0.113,0.0,0.044,0.359,0.0,0.7559999999999999,0.014,0.201,0.0,0.029,0.0,0.863,0.014,0.095,0.029,0.0
1072.0,0.029,0.0,0.107,0.1,0.513,0.251,0.014,0.205,0.0,0.108,0.579,0.094,0.049,0.31,0.097,0.0,0.05,0.494,0.0,0.785,0.039,0.103,0.0,0.07400000000000001,0.0,0.873,0.014,0.084,0.029,0.0
1073.0,0.026,0.0,0.066,0.067,0.266,0.5760000000000001,0.014,0.162,0.0,0.095,0.564,0.16399999999999998,0.029,0.16,0.073,0.0,0.127,0.611,0.0,0.7559999999999999,0.057,0.014,0.0,0.173,0.016,0.469,0.026,0.117,0.373,0.0
1074.0,0.046,0.0,0.146,0.1,0.6659999999999999,0.043,0.016,0.17,0.0,0.121,0.62,0.073,0.019,0.5429999999999999,0.051,0.0,0.22,0.16699999999999998,0.026,0.649,0.057,0.068,0.0,0.2,0.023,0.238,0.027000000000000003,0.111,0.601,0.0
1075.0,0.02,0.0,0.219,0.313,0.34700000000000003,0.101,0.019,0.16399999999999998,0.0,0.121,0.601,0.094,0.027000000000000003,0.507,0.096,0.0,0.131,0.239,0.0,0.226,0.029,0.079,0.0,0.667,0.014,0.319,0.02,0.09,0.557,0.0
1076.0,0.01,0.0,0.23,0.4370000000000001,0.063,0.26,0.016,0.221,0.0,0.069,0.211,0.483,0.039,0.16399999999999998,0.111,0.0,0.501,0.184,0.006999999999999999,0.18600000000000005,0.043,0.093,0.0,0.6709999999999999,0.014,0.309,0.021,0.095,0.56,0.0
1077.0,0.006999999999999999,0.0,0.236,0.066,0.441,0.25,0.006999999999999999,0.156,0.0,0.051,0.29100000000000004,0.494,0.01,0.096,0.051,0.0,0.7290000000000001,0.114,0.01,0.281,0.049,0.08,0.0,0.58,0.01,0.28,0.011,0.076,0.623,0.0
1078.0,0.029,0.0,0.133,0.077,0.7070000000000001,0.054000000000000006,0.021,0.134,0.0,0.123,0.6509999999999999,0.07,0.026,0.13,0.071,0.0,0.241,0.531,0.0,0.8220000000000001,0.046,0.08900000000000001,0.0,0.043,0.011,0.189,0.41,0.103,0.287,0.0
1079.0,0.027000000000000003,0.0,0.134,0.091,0.703,0.044,0.036000000000000004,0.29100000000000004,0.0,0.141,0.41,0.123,0.036000000000000004,0.654,0.123,0.0,0.07400000000000001,0.113,0.0,0.821,0.043,0.093,0.0,0.043,0.024,0.111,0.626,0.156,0.083,0.0
1080.0,0.019,0.0,0.13699999999999998,0.094,0.7,0.05,0.044,0.5589999999999999,0.0,0.156,0.18,0.061,0.021,0.773,0.024,0.0,0.159,0.023,0.0,0.8859999999999999,0.031,0.059,0.0,0.023,0.006,0.616,0.006999999999999999,0.113,0.259,0.0
1081.0,0.014,0.0,0.251,0.141,0.52,0.073,0.02,0.281,0.0,0.081,0.091,0.527,0.006999999999999999,0.457,0.059,0.0,0.449,0.029,0.0,0.628,0.034,0.274,0.0,0.063,0.001,0.816,0.011,0.084,0.087,0.0
1082.0,0.019,0.0,0.177,0.273,0.43,0.101,0.024,0.217,0.0,0.103,0.573,0.083,0.083,0.301,0.203,0.0,0.213,0.2,0.0,0.382,0.03,0.512,0.0,0.076,0.001,0.777,0.01,0.083,0.129,0.0
1083.0,0.07,0.0,0.16699999999999998,0.146,0.13,0.487,0.131,0.65,0.0,0.101,0.066,0.051,0.05,0.5,0.126,0.0,0.059,0.266,0.0,0.3720000000000001,0.03,0.523,0.0,0.07400000000000001,0.006999999999999999,0.659,0.044,0.181,0.109,0.0
1084.0,0.416,0.0,0.067,0.057,0.086,0.374,0.086,0.772,0.0,0.053,0.057,0.033,0.029,0.234,0.08900000000000001,0.0,0.04,0.609,0.0,0.821,0.059,0.08800000000000001,0.0,0.033,0.029,0.16899999999999998,0.581,0.192,0.029,0.0
1085.0,0.56,0.0,0.071,0.073,0.08,0.21600000000000005,0.271,0.5760000000000001,0.0,0.057,0.066,0.03,0.054000000000000006,0.363,0.12,0.0,0.056,0.407,0.001,0.463,0.136,0.34600000000000003,0.0,0.054000000000000006,0.013,0.499,0.173,0.281,0.034,0.0
1086.0,0.579,0.0,0.071,0.07,0.07400000000000001,0.206,0.473,0.359,0.0,0.071,0.067,0.03,0.056,0.32299999999999995,0.126,0.0,0.041,0.454,0.071,0.278,0.399,0.179,0.0,0.073,0.001,0.893,0.014,0.064,0.027000000000000003,0.0
1087.0,0.59,0.0,0.063,0.07,0.073,0.204,0.246,0.598,0.0,0.062,0.056,0.039,0.1,0.373,0.131,0.0,0.051,0.344,0.574,0.208,0.019,0.156,0.0,0.043,0.031,0.782,0.029,0.08199999999999999,0.076,0.0
1088.0,0.589,0.0,0.067,0.071,0.071,0.201,0.076,0.782,0.0,0.043,0.057,0.043,0.077,0.61,0.111,0.0,0.043,0.159,0.633,0.198,0.011,0.121,0.0,0.037000000000000005,0.0,0.892,0.036000000000000004,0.058,0.014,0.0
1089.0,0.619,0.0,0.057,0.071,0.071,0.181,0.077,0.789,0.0,0.036000000000000004,0.054000000000000006,0.043,0.04,0.38,0.094,0.0,0.023,0.463,0.611,0.189,0.029,0.13699999999999998,0.0,0.034,0.0,0.893,0.024,0.059,0.023,0.0
1090.0,0.623,0.0,0.057,0.067,0.076,0.177,0.077,0.795,0.0,0.03,0.057,0.041,0.041,0.261,0.096,0.0,0.016,0.586,0.61,0.17800000000000002,0.027000000000000003,0.141,0.0,0.044,0.009000000000000001,0.556,0.014,0.08800000000000001,0.333,0.0
1091.0,0.619,0.0,0.057,0.071,0.071,0.181,0.066,0.804,0.0,0.036000000000000004,0.057,0.037000000000000005,0.043,0.456,0.09,0.0,0.014,0.397,0.611,0.189,0.029,0.135,0.0,0.036000000000000004,0.014,0.358,0.014,0.075,0.539,0.0
1092.0,0.586,0.0,0.069,0.071,0.071,0.203,0.053,0.807,0.0,0.041,0.057,0.041,0.096,0.44,0.153,0.0,0.051,0.26,0.509,0.248,0.031,0.165,0.0,0.047,0.014,0.35200000000000004,0.014,0.076,0.5429999999999999,0.0
1093.0,0.5710000000000001,0.0,0.071,0.069,0.07400000000000001,0.214,0.054000000000000006,0.807,0.0,0.041,0.057,0.041,0.011,0.223,0.104,0.0,0.467,0.194,0.183,0.406,0.043,0.247,0.0,0.121,0.011,0.426,0.016,0.07200000000000001,0.474,0.0
1094.0,0.5710000000000001,0.0,0.071,0.071,0.071,0.214,0.066,0.818,0.0,0.041,0.049,0.027000000000000003,0.051,0.416,0.249,0.0,0.026,0.259,0.174,0.426,0.043,0.244,0.0,0.113,0.0,0.911,0.024,0.05,0.014,0.0
1095.0,0.14300000000000002,0.0,0.04,0.039,0.15,0.629,0.006999999999999999,0.265,0.0,0.13,0.5429999999999999,0.056,0.016,0.564,0.071,0.0,0.311,0.037000000000000005,0.006999999999999999,0.833,0.04,0.069,0.0,0.051,0.017,0.5379999999999999,0.034,0.102,0.309,0.0
1096.0,0.14300000000000002,0.0,0.043,0.043,0.057,0.7140000000000001,0.003,0.206,0.0,0.108,0.534,0.149,0.031,0.483,0.076,0.0,0.024,0.386,0.0,0.7959999999999999,0.049,0.014,0.0,0.141,0.004,0.88,0.03,0.07200000000000001,0.014,0.0
1097.0,0.14300000000000002,0.0,0.043,0.043,0.057,0.7140000000000001,0.006999999999999999,0.187,0.0,0.113,0.531,0.161,0.033,0.32299999999999995,0.076,0.0,0.034,0.534,0.0,0.757,0.057,0.006999999999999999,0.0,0.179,0.0,0.902,0.031,0.052000000000000005,0.014,0.0
1098.0,0.14300000000000002,0.0,0.043,0.043,0.057,0.7140000000000001,0.0,0.155,0.0,0.102,0.486,0.257,0.029,0.257,0.07400000000000001,0.0,0.037000000000000005,0.603,0.0,0.581,0.057,0.014,0.0,0.349,0.0,0.901,0.029,0.056,0.014,0.0
1099.0,0.13,0.0,0.049,0.05,0.059,0.713,0.0,0.159,0.0,0.114,0.5,0.227,0.029,0.264,0.084,0.0,0.019,0.604,0.0,0.6509999999999999,0.059,0.013,0.0,0.277,0.0,0.89,0.037000000000000005,0.059,0.014,0.0
1100.0,0.116,0.0,0.061,0.067,0.067,0.6890000000000001,0.0,0.25,0.0,0.113,0.594,0.043,0.01,0.8959999999999999,0.021,0.0,0.05,0.023,0.0,0.8690000000000001,0.057,0.027000000000000003,0.0,0.047,0.056,0.83,0.016,0.084,0.014,0.0
1101.0,0.057,0.0,0.107,0.507,0.066,0.263,0.003,0.199,0.0,0.139,0.609,0.05,0.006999999999999999,0.933,0.021,0.0,0.011,0.027000000000000003,0.001,0.644,0.047,0.049,0.0,0.259,0.23,0.584,0.027000000000000003,0.133,0.026,0.0
1102.0,0.043,0.0,0.114,0.6409999999999999,0.057,0.14400000000000002,0.004,0.402,0.0,0.121,0.424,0.049,0.01,0.92,0.023,0.0,0.017,0.03,0.0,0.245,0.047,0.071,0.0,0.637,0.17,0.667,0.021,0.128,0.013,0.0
1103.0,0.043,0.0,0.114,0.637,0.057,0.149,0.034,0.8220000000000001,0.0,0.07,0.037000000000000005,0.037000000000000005,0.001,0.994,0.001,0.0,0.003,0.0,0.004,0.236,0.031,0.085,0.0,0.643,0.101,0.742,0.027000000000000003,0.124,0.006,0.0
1104.0,0.043,0.0,0.114,0.633,0.057,0.153,0.081,0.5820000000000001,0.0,0.174,0.123,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.004,0.211,0.033,0.099,0.0,0.653,0.006999999999999999,0.868,0.043,0.068,0.014,0.0
1105.0,0.043,0.0,0.114,0.629,0.057,0.157,0.049,0.442,0.0,0.116,0.373,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.001,0.21600000000000005,0.029,0.102,0.0,0.6509999999999999,0.0,0.894,0.036000000000000004,0.056,0.014,0.0
1106.0,0.043,0.0,0.114,0.63,0.057,0.156,0.037000000000000005,0.301,0.0,0.091,0.529,0.043,0.001,0.979,0.006,0.0,0.009000000000000001,0.006,0.0,0.208,0.041,0.094,0.0,0.657,0.0,0.903,0.026,0.054000000000000006,0.017,0.0
1107.0,0.046,0.0,0.116,0.613,0.059,0.16699999999999998,0.039,0.253,0.0,0.091,0.556,0.061,0.017,0.8170000000000001,0.039,0.0,0.104,0.023,0.003,0.221,0.041,0.085,0.0,0.65,0.001,0.843,0.017,0.061,0.077,0.0
1108.0,0.05,0.0,0.117,0.541,0.069,0.223,0.039,0.544,0.0,0.165,0.18,0.073,0.024,0.491,0.07400000000000001,0.0,0.013,0.397,0.004,0.232,0.043,0.071,0.0,0.65,0.001,0.6559999999999999,0.014,0.081,0.247,0.0
1109.0,0.047,0.0,0.093,0.414,0.066,0.38,0.07,0.469,0.0,0.194,0.094,0.173,0.037000000000000005,0.284,0.08,0.0,0.019,0.58,0.003,0.23,0.04,0.056,0.0,0.6709999999999999,0.004,0.428,0.014,0.081,0.473,0.0
1110.0,0.061,0.0,0.021,0.019,0.037000000000000005,0.861,0.07,0.366,0.0,0.18,0.05,0.334,0.01,0.266,0.047,0.0,0.126,0.551,0.02,0.108,0.024,0.041,0.0,0.807,0.009000000000000001,0.465,0.014,0.083,0.429,0.0
1111.0,0.01,0.0,0.006,0.004,0.011,0.969,0.053,0.392,0.0,0.14,0.053,0.363,0.006999999999999999,0.199,0.033,0.0,0.016,0.746,0.016,0.021,0.006999999999999999,0.011,0.0,0.946,0.011,0.392,0.014,0.08199999999999999,0.5,0.0
1112.0,0.126,0.0,0.043,0.034,0.054000000000000006,0.743,0.034,0.465,0.0,0.12,0.031,0.349,0.02,0.253,0.059,0.0,0.014,0.654,0.02,0.364,0.037000000000000005,0.023,0.0,0.556,0.013,0.334,0.023,0.1,0.53,0.0
1113.0,0.14300000000000002,0.0,0.043,0.043,0.057,0.7140000000000001,0.019,0.742,0.0,0.102,0.039,0.099,0.029,0.28600000000000003,0.071,0.0,0.014,0.6,0.0,0.752,0.061,0.017,0.0,0.17,0.013,0.416,0.006,0.08800000000000001,0.477,0.0
1114.0,0.109,0.0,0.063,0.141,0.073,0.614,0.014,0.905,0.0,0.037000000000000005,0.021,0.023,0.029,0.261,0.084,0.0,0.014,0.611,0.0,0.901,0.044,0.023,0.0,0.031,0.0,0.957,0.001,0.032,0.01,0.0
1115.0,0.054000000000000006,0.0,0.12,0.384,0.086,0.35600000000000004,0.021,0.45,0.0,0.066,0.027000000000000003,0.436,0.029,0.263,0.077,0.0,0.014,0.617,0.0,0.7959999999999999,0.056,0.026,0.0,0.121,0.0,0.903,0.023,0.053,0.021,0.0
1116.0,0.029,0.0,0.146,0.626,0.071,0.129,0.016,0.246,0.0,0.061,0.029,0.649,0.046,0.313,0.09,0.0,0.026,0.526,0.0,0.858,0.057,0.042,0.0,0.043,0.0,0.867,0.029,0.063,0.041,0.0
1117.0,0.029,0.0,0.14300000000000002,0.637,0.071,0.12,0.019,0.388,0.0,0.054000000000000006,0.027000000000000003,0.513,0.086,0.387,0.153,0.0,0.061,0.313,0.0,0.882,0.051,0.038,0.0,0.029,0.0,0.911,0.024,0.05,0.014,0.0
