TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6
511.0,0.7,0.0,0.104,0.054000000000000006,0.057,0.067,0.017,0.7090000000000001,0.12,0.0,0.057,0.029,0.014,0.071,0.13699999999999998,0.07400000000000001,0.13,0.0,0.093,0.14,0.426,0.021,0.1,0.031,0.101,0.0,0.657,0.08900000000000001,0.109,0.04,0.029,0.194,0.079,0.0,0.55,0.133,0.654,0.1,0.031,0.03,0.051,0.0
512.0,0.6459999999999999,0.0,0.094,0.077,0.057,0.08,0.046,0.374,0.113,0.0,0.06,0.061,0.006999999999999999,0.384,0.121,0.064,0.35,0.0,0.057,0.097,0.31,0.049,0.091,0.039,0.093,0.0,0.637,0.091,0.133,0.05,0.026,0.214,0.084,0.0,0.493,0.517,0.284,0.044,0.054000000000000006,0.041,0.059,0.0
513.0,0.619,0.0,0.1,0.073,0.06,0.087,0.061,0.014,0.077,0.0,0.059,0.099,0.0,0.7509999999999999,0.12,0.073,0.211,0.0,0.073,0.179,0.344,0.263,0.12,0.05,0.097,0.0,0.35,0.12,0.136,0.081,0.016,0.469,0.113,0.0,0.18600000000000005,0.147,0.649,0.096,0.026,0.029,0.054000000000000006,0.0
514.0,0.596,0.0,0.114,0.077,0.061,0.09,0.061,0.02,0.063,0.0,0.154,0.133,0.006999999999999999,0.623,0.081,0.049,0.126,0.0,0.047,0.057,0.64,0.314,0.129,0.056,0.111,0.0,0.273,0.117,0.269,0.103,0.03,0.236,0.12,0.0,0.243,0.129,0.657,0.1,0.029,0.029,0.057,0.0
515.0,0.061,0.0,0.2,0.069,0.077,0.37,0.223,0.016,0.071,0.0,0.063,0.1,0.0,0.75,0.097,0.076,0.444,0.0,0.069,0.09,0.224,0.187,0.131,0.05,0.094,0.0,0.416,0.121,0.474,0.12,0.04,0.119,0.08900000000000001,0.0,0.159,0.129,0.654,0.1,0.031,0.029,0.057,0.0
516.0,0.08,0.0,0.223,0.094,0.233,0.087,0.28300000000000003,0.016,0.044,0.0,0.563,0.146,0.041,0.19,0.124,0.071,0.213,0.0,0.083,0.187,0.321,0.15,0.083,0.041,0.08,0.0,0.544,0.101,0.344,0.093,0.037000000000000005,0.14400000000000002,0.09,0.0,0.29100000000000004,0.521,0.281,0.057,0.061,0.037000000000000005,0.041,0.0
517.0,0.076,0.0,0.23,0.097,0.091,0.359,0.147,0.014,0.043,0.0,0.639,0.157,0.043,0.104,0.109,0.073,0.16899999999999998,0.0,0.081,0.18600000000000005,0.383,0.339,0.133,0.07,0.174,0.0,0.13699999999999998,0.147,0.464,0.111,0.039,0.13699999999999998,0.093,0.0,0.156,0.6990000000000001,0.129,0.029,0.059,0.043,0.043,0.0
518.0,0.061,0.0,0.161,0.049,0.084,0.527,0.117,0.014,0.043,0.0,0.643,0.157,0.043,0.1,0.091,0.069,0.343,0.0,0.07,0.116,0.311,0.32299999999999995,0.14300000000000002,0.071,0.179,0.0,0.151,0.133,0.403,0.087,0.031,0.141,0.087,0.0,0.25,0.457,0.3670000000000001,0.044,0.056,0.036000000000000004,0.04,0.0
519.0,0.057,0.0,0.16399999999999998,0.043,0.081,0.54,0.114,0.014,0.043,0.0,0.6409999999999999,0.157,0.043,0.101,0.087,0.061,0.279,0.0,0.07,0.103,0.4,0.643,0.07400000000000001,0.069,0.077,0.0,0.066,0.071,0.381,0.1,0.034,0.173,0.096,0.0,0.21600000000000005,0.16,0.6459999999999999,0.064,0.043,0.03,0.057,0.0
520.0,0.06,0.0,0.181,0.054000000000000006,0.076,0.45,0.179,0.014,0.043,0.0,0.643,0.157,0.043,0.1,0.153,0.097,0.14300000000000002,0.0,0.107,0.256,0.244,0.6409999999999999,0.07,0.067,0.076,0.0,0.079,0.067,0.341,0.131,0.016,0.237,0.104,0.0,0.17,0.151,0.66,0.071,0.033,0.029,0.056,0.0
521.0,0.503,0.0,0.134,0.104,0.059,0.07400000000000001,0.126,0.019,0.043,0.0,0.639,0.157,0.043,0.1,0.11,0.069,0.166,0.0,0.064,0.121,0.47,0.16699999999999998,0.157,0.063,0.21,0.0,0.173,0.23,0.091,0.057,0.003,0.6,0.103,0.0,0.146,0.123,0.627,0.079,0.094,0.026,0.051,0.0
522.0,0.674,0.0,0.094,0.063,0.053,0.071,0.044,0.037000000000000005,0.051,0.0,0.63,0.15,0.033,0.099,0.097,0.054000000000000006,0.237,0.0,0.059,0.086,0.467,0.333,0.119,0.061,0.16,0.0,0.149,0.179,0.249,0.04,0.014,0.196,0.073,0.0,0.429,0.14300000000000002,0.6509999999999999,0.083,0.039,0.027000000000000003,0.057,0.0
523.0,0.687,0.0,0.1,0.064,0.057,0.071,0.02,0.024,0.043,0.0,0.639,0.151,0.043,0.1,0.097,0.07,0.35100000000000003,0.0,0.051,0.076,0.354,0.28600000000000003,0.159,0.066,0.179,0.0,0.166,0.146,0.156,0.024,0.014,0.193,0.067,0.0,0.546,0.33,0.493,0.06,0.039,0.034,0.044,0.0
524.0,0.546,0.0,0.121,0.1,0.06,0.097,0.076,0.049,0.046,0.0,0.631,0.141,0.036000000000000004,0.097,0.134,0.061,0.317,0.0,0.047,0.064,0.376,0.209,0.16399999999999998,0.069,0.201,0.0,0.187,0.17,0.28300000000000003,0.029,0.019,0.16899999999999998,0.063,0.0,0.439,0.654,0.127,0.027000000000000003,0.06,0.043,0.08900000000000001,0.0
525.0,0.301,0.0,0.111,0.057,0.06,0.34,0.13,0.024,0.047,0.0,0.634,0.156,0.039,0.1,0.121,0.086,0.49,0.0,0.063,0.101,0.139,0.08900000000000001,0.13699999999999998,0.051,0.174,0.0,0.123,0.426,0.149,0.027000000000000003,0.026,0.181,0.064,0.0,0.5529999999999999,0.731,0.116,0.016,0.064,0.043,0.03,0.0
526.0,0.579,0.0,0.09,0.08,0.053,0.083,0.116,0.03,0.046,0.0,0.267,0.123,0.02,0.514,0.091,0.07400000000000001,0.537,0.0,0.05,0.094,0.153,0.149,0.151,0.063,0.203,0.0,0.16399999999999998,0.27,0.131,0.024,0.016,0.197,0.069,0.0,0.563,0.727,0.11,0.017,0.06,0.049,0.037000000000000005,0.0
527.0,0.6609999999999999,0.0,0.083,0.073,0.057,0.076,0.05,0.044,0.036000000000000004,0.0,0.209,0.1,0.023,0.589,0.116,0.07400000000000001,0.58,0.0,0.047,0.084,0.099,0.213,0.113,0.061,0.119,0.0,0.399,0.096,0.17,0.029,0.02,0.177,0.063,0.0,0.541,0.643,0.147,0.031,0.079,0.044,0.056,0.0
528.0,0.4270000000000001,0.0,0.126,0.136,0.066,0.117,0.129,0.043,0.05,0.0,0.241,0.12,0.019,0.527,0.086,0.07,0.636,0.0,0.047,0.086,0.076,0.0,0.086,0.064,0.1,0.0,0.67,0.08,0.156,0.054000000000000006,0.029,0.2,0.077,0.0,0.484,0.414,0.386,0.053,0.056,0.04,0.051,0.0
529.0,0.5710000000000001,0.0,0.084,0.081,0.054000000000000006,0.087,0.121,0.026,0.096,0.0,0.341,0.149,0.024,0.364,0.06,0.041,0.267,0.0,0.059,0.077,0.496,0.0,0.079,0.056,0.084,0.0,0.644,0.13699999999999998,0.154,0.036000000000000004,0.029,0.16899999999999998,0.073,0.0,0.54,0.631,0.189,0.026,0.071,0.041,0.041,0.0
530.0,0.617,0.0,0.071,0.06,0.044,0.07,0.13699999999999998,0.026,0.083,0.0,0.041,0.084,0.0,0.7659999999999999,0.056,0.05,0.07400000000000001,0.0,0.043,0.06,0.7170000000000001,0.001,0.05,0.033,0.06,0.0,0.5660000000000001,0.29,0.113,0.03,0.029,0.156,0.084,0.0,0.589,0.743,0.1,0.029,0.057,0.043,0.029,0.0
531.0,0.6759999999999999,0.0,0.087,0.07,0.057,0.07400000000000001,0.036000000000000004,0.221,0.14400000000000002,0.0,0.091,0.046,0.011,0.486,0.16899999999999998,0.043,0.313,0.0,0.04,0.133,0.303,0.124,0.079,0.053,0.076,0.0,0.604,0.064,0.247,0.023,0.029,0.16699999999999998,0.07,0.0,0.464,0.746,0.091,0.029,0.059,0.043,0.033,0.0
532.0,0.5489999999999999,0.0,0.116,0.107,0.061,0.094,0.073,0.701,0.131,0.0,0.047,0.024,0.024,0.071,0.231,0.043,0.3,0.0,0.044,0.107,0.274,0.147,0.077,0.053,0.077,0.0,0.591,0.054000000000000006,0.267,0.03,0.024,0.161,0.061,0.0,0.456,0.7490000000000001,0.091,0.029,0.059,0.043,0.03,0.0
533.0,0.6709999999999999,0.0,0.086,0.071,0.057,0.073,0.041,0.7,0.13699999999999998,0.0,0.049,0.029,0.014,0.071,0.126,0.056,0.109,0.0,0.06,0.093,0.557,0.021,0.09,0.061,0.094,0.0,0.654,0.079,0.161,0.037000000000000005,0.029,0.179,0.069,0.0,0.526,0.376,0.329,0.081,0.073,0.043,0.099,0.0
534.0,0.619,0.0,0.077,0.076,0.051,0.071,0.106,0.496,0.326,0.0,0.03,0.013,0.014,0.121,0.069,0.041,0.14300000000000002,0.0,0.067,0.08,0.6,0.031,0.101,0.05,0.041,0.0,0.256,0.52,0.111,0.033,0.029,0.171,0.087,0.0,0.569,0.35700000000000004,0.173,0.124,0.097,0.047,0.201,0.0
535.0,0.643,0.0,0.096,0.084,0.057,0.071,0.049,0.243,0.639,0.0,0.03,0.001,0.014,0.073,0.07,0.04,0.097,0.0,0.126,0.397,0.27,0.141,0.181,0.057,0.273,0.0,0.14300000000000002,0.204,0.111,0.034,0.029,0.17,0.087,0.0,0.569,0.274,0.451,0.106,0.056,0.043,0.07,0.0
536.0,0.6609999999999999,0.0,0.09,0.077,0.057,0.071,0.043,0.481,0.381,0.0,0.033,0.016,0.014,0.07400000000000001,0.126,0.08,0.104,0.0,0.11,0.431,0.149,0.131,0.16399999999999998,0.061,0.174,0.0,0.14300000000000002,0.326,0.153,0.027000000000000003,0.024,0.16899999999999998,0.086,0.0,0.541,0.136,0.657,0.1,0.029,0.029,0.05,0.0
537.0,0.457,0.0,0.157,0.12,0.07,0.096,0.1,0.649,0.197,0.0,0.041,0.027000000000000003,0.014,0.071,0.219,0.093,0.299,0.0,0.091,0.17,0.129,0.19,0.119,0.044,0.07,0.0,0.099,0.479,0.207,0.019,0.023,0.16,0.071,0.0,0.52,0.15,0.629,0.097,0.043,0.033,0.049,0.0
538.0,0.061,0.0,0.199,0.083,0.076,0.274,0.307,0.634,0.214,0.0,0.04,0.026,0.014,0.071,0.084,0.07400000000000001,0.633,0.0,0.047,0.087,0.07400000000000001,0.051,0.111,0.043,0.019,0.0,0.051,0.7240000000000001,0.196,0.029,0.029,0.174,0.07400000000000001,0.0,0.499,0.204,0.327,0.086,0.129,0.039,0.21600000000000005,0.0
539.0,0.06,0.0,0.35,0.076,0.066,0.344,0.104,0.526,0.333,0.0,0.033,0.019,0.014,0.076,0.086,0.07,0.644,0.0,0.051,0.077,0.071,0.054000000000000006,0.116,0.043,0.026,0.0,0.06,0.701,0.16,0.036000000000000004,0.029,0.166,0.079,0.0,0.531,0.233,0.304,0.063,0.104,0.031,0.264,0.0
540.0,0.06,0.0,0.463,0.099,0.053,0.091,0.234,0.611,0.241,0.0,0.037000000000000005,0.023,0.014,0.073,0.091,0.081,0.626,0.0,0.057,0.073,0.071,0.051,0.114,0.044,0.027000000000000003,0.0,0.06,0.703,0.217,0.021,0.023,0.16699999999999998,0.073,0.0,0.499,0.129,0.514,0.081,0.059,0.026,0.191,0.0
541.0,0.054000000000000006,0.0,0.183,0.056,0.077,0.479,0.151,0.667,0.17600000000000002,0.0,0.043,0.029,0.014,0.071,0.096,0.066,0.476,0.0,0.059,0.099,0.206,0.113,0.13,0.051,0.08,0.0,0.096,0.53,0.201,0.029,0.029,0.16899999999999998,0.071,0.0,0.501,0.141,0.436,0.073,0.053,0.017,0.28,0.0
542.0,0.057,0.0,0.163,0.047,0.08,0.5429999999999999,0.11,0.674,0.16899999999999998,0.0,0.043,0.029,0.014,0.071,0.08900000000000001,0.07,0.521,0.0,0.066,0.113,0.141,0.396,0.094,0.07,0.121,0.0,0.119,0.2,0.194,0.024,0.029,0.171,0.07400000000000001,0.0,0.507,0.121,0.653,0.1,0.033,0.029,0.064,0.0
543.0,0.044,0.0,0.177,0.061,0.07,0.384,0.263,0.564,0.244,0.0,0.029,0.01,0.014,0.139,0.066,0.047,0.073,0.0,0.071,0.123,0.62,0.227,0.13,0.051,0.113,0.0,0.124,0.354,0.153,0.029,0.029,0.159,0.08,0.0,0.551,0.149,0.466,0.079,0.044,0.017,0.246,0.0
544.0,0.057,0.0,0.201,0.147,0.069,0.08,0.446,0.393,0.429,0.0,0.021,0.004,0.014,0.139,0.079,0.066,0.071,0.0,0.044,0.033,0.7070000000000001,0.184,0.1,0.047,0.064,0.0,0.086,0.519,0.196,0.019,0.03,0.136,0.071,0.0,0.5489999999999999,0.166,0.18,0.047,0.07,0.004,0.5329999999999999,0.0
545.0,0.046,0.0,0.37,0.156,0.227,0.057,0.14400000000000002,0.613,0.239,0.0,0.037000000000000005,0.024,0.014,0.073,0.091,0.069,0.234,0.0,0.046,0.05,0.51,0.059,0.11,0.044,0.027000000000000003,0.0,0.063,0.6970000000000001,0.321,0.024,0.024,0.16,0.071,0.0,0.399,0.124,0.636,0.099,0.046,0.029,0.067,0.0
546.0,0.046,0.0,0.24,0.057,0.469,0.059,0.13,0.637,0.197,0.0,0.041,0.026,0.014,0.084,0.086,0.071,0.081,0.0,0.043,0.019,0.7,0.057,0.113,0.043,0.014,0.0,0.044,0.7290000000000001,0.23,0.021,0.02,0.16,0.073,0.0,0.496,0.343,0.444,0.079,0.05,0.033,0.051,0.0
547.0,0.056,0.0,0.107,0.049,0.637,0.061,0.09,0.5670000000000001,0.28600000000000003,0.0,0.036000000000000004,0.021,0.014,0.076,0.093,0.066,0.091,0.0,0.046,0.017,0.687,0.18600000000000005,0.124,0.047,0.057,0.0,0.086,0.5,0.267,0.02,0.017,0.159,0.071,0.0,0.466,0.526,0.33,0.036000000000000004,0.04,0.04,0.029,0.0
548.0,0.053,0.0,0.1,0.044,0.654,0.063,0.086,0.557,0.301,0.0,0.034,0.019,0.014,0.07400000000000001,0.097,0.07,0.116,0.0,0.046,0.023,0.649,0.063,0.117,0.043,0.04,0.0,0.059,0.679,0.279,0.021,0.014,0.146,0.073,0.0,0.467,0.14400000000000002,0.643,0.094,0.034,0.029,0.056,0.0
549.0,0.049,0.0,0.311,0.057,0.43,0.059,0.094,0.6559999999999999,0.179,0.0,0.041,0.026,0.014,0.084,0.087,0.07,0.206,0.0,0.041,0.037000000000000005,0.5589999999999999,0.227,0.11,0.046,0.04,0.0,0.08900000000000001,0.489,0.2,0.016,0.021,0.154,0.071,0.0,0.537,0.14,0.637,0.097,0.04,0.029,0.057,0.0
550.0,0.039,0.0,0.6729999999999999,0.094,0.027000000000000003,0.043,0.124,0.66,0.179,0.0,0.043,0.021,0.014,0.083,0.101,0.071,0.35,0.0,0.05,0.04,0.387,0.13,0.121,0.051,0.079,0.0,0.08900000000000001,0.53,0.209,0.019,0.016,0.17,0.073,0.0,0.514,0.139,0.614,0.104,0.057,0.029,0.057,0.0
551.0,0.02,0.0,0.659,0.08,0.031,0.037000000000000005,0.173,0.664,0.17,0.0,0.041,0.019,0.014,0.091,0.086,0.057,0.071,0.0,0.043,0.029,0.7140000000000001,0.054000000000000006,0.114,0.043,0.029,0.0,0.049,0.711,0.287,0.023,0.02,0.171,0.07400000000000001,0.0,0.424,0.13,0.623,0.1,0.054000000000000006,0.033,0.06,0.0
552.0,0.027000000000000003,0.0,0.657,0.084,0.026,0.041,0.16399999999999998,0.633,0.181,0.0,0.031,0.014,0.014,0.126,0.086,0.063,0.07,0.0,0.043,0.034,0.7040000000000001,0.057,0.114,0.043,0.029,0.0,0.047,0.71,0.196,0.023,0.024,0.154,0.07400000000000001,0.0,0.529,0.24,0.28,0.113,0.114,0.039,0.214,0.0
553.0,0.036000000000000004,0.0,0.674,0.097,0.027000000000000003,0.043,0.123,0.514,0.34,0.0,0.026,0.013,0.014,0.093,0.08900000000000001,0.064,0.117,0.0,0.046,0.034,0.65,0.213,0.13699999999999998,0.063,0.126,0.0,0.117,0.344,0.249,0.02,0.016,0.174,0.071,0.0,0.47,0.24,0.38,0.113,0.116,0.057,0.094,0.0
554.0,0.037000000000000005,0.0,0.639,0.079,0.069,0.044,0.133,0.317,0.189,0.0,0.05,0.054000000000000006,0.006999999999999999,0.383,0.091,0.057,0.5329999999999999,0.0,0.04,0.066,0.213,0.199,0.116,0.046,0.077,0.0,0.096,0.467,0.157,0.017,0.014,0.17600000000000002,0.07400000000000001,0.0,0.561,0.21600000000000005,0.424,0.116,0.103,0.057,0.084,0.0
555.0,0.016,0.0,0.511,0.046,0.187,0.05,0.19,0.014,0.071,0.0,0.069,0.1,0.0,0.746,0.071,0.053,0.271,0.0,0.05,0.03,0.524,0.161,0.149,0.036000000000000004,0.123,0.0,0.18600000000000005,0.34600000000000003,0.121,0.016,0.023,0.139,0.073,0.0,0.629,0.254,0.326,0.116,0.136,0.06,0.109,0.0
556.0,0.02,0.0,0.424,0.046,0.274,0.061,0.174,0.014,0.07400000000000001,0.0,0.066,0.097,0.0,0.7490000000000001,0.076,0.046,0.443,0.0,0.044,0.041,0.35,0.16899999999999998,0.127,0.023,0.126,0.0,0.217,0.339,0.11,0.023,0.029,0.17600000000000002,0.08,0.0,0.583,0.254,0.301,0.119,0.149,0.057,0.12,0.0
557.0,0.017,0.0,0.55,0.053,0.159,0.034,0.187,0.01,0.041,0.0,0.073,0.07,0.0,0.8059999999999999,0.076,0.05,0.141,0.0,0.043,0.05,0.64,0.131,0.103,0.023,0.116,0.0,0.134,0.493,0.083,0.016,0.02,0.1,0.066,0.0,0.716,0.174,0.519,0.104,0.077,0.041,0.084,0.0
558.0,0.014,0.0,0.629,0.071,0.014,0.029,0.243,0.004,0.019,0.0,0.01,0.023,0.003,0.941,0.071,0.034,0.06,0.0,0.043,0.053,0.7390000000000001,0.003,0.009000000000000001,0.001,0.023,0.0,0.041,0.923,0.064,0.019,0.004,0.06,0.057,0.0,0.7959999999999999,0.12,0.623,0.1,0.061,0.029,0.067,0.0
559.0,0.02,0.0,0.35100000000000003,0.041,0.031,0.026,0.53,0.006999999999999999,0.024,0.0,0.029,0.049,0.006999999999999999,0.884,0.051,0.031,0.28600000000000003,0.0,0.027000000000000003,0.024,0.58,0.083,0.076,0.023,0.05,0.0,0.084,0.684,0.056,0.013,0.014,0.091,0.046,0.0,0.78,0.139,0.413,0.073,0.056,0.016,0.304,0.0
560.0,0.019,0.0,0.629,0.073,0.021,0.043,0.21600000000000005,0.011,0.049,0.0,0.067,0.081,0.019,0.773,0.077,0.061,0.197,0.0,0.046,0.031,0.5870000000000001,0.079,0.087,0.014,0.08900000000000001,0.0,0.104,0.627,0.1,0.021,0.017,0.086,0.049,0.0,0.727,0.18600000000000005,0.12,0.043,0.071,0.006999999999999999,0.573,0.0
561.0,0.061,0.0,0.261,0.13,0.226,0.111,0.21,0.017,0.046,0.0,0.627,0.157,0.046,0.107,0.28600000000000003,0.14,0.214,0.0,0.081,0.069,0.21,0.057,0.101,0.029,0.031,0.0,0.08,0.701,0.183,0.031,0.029,0.153,0.07400000000000001,0.0,0.53,0.189,0.116,0.043,0.071,0.009000000000000001,0.573,0.0
562.0,0.063,0.0,0.503,0.116,0.086,0.083,0.15,0.017,0.054000000000000006,0.0,0.413,0.136,0.029,0.35100000000000003,0.277,0.09,0.219,0.0,0.061,0.069,0.284,0.094,0.441,0.049,0.141,0.0,0.11,0.16399999999999998,0.116,0.17,0.034,0.154,0.093,0.0,0.433,0.17600000000000002,0.194,0.051,0.07,0.011,0.4970000000000001,0.0
563.0,0.057,0.0,0.6990000000000001,0.086,0.029,0.03,0.1,0.014,0.17600000000000002,0.0,0.569,0.15,0.031,0.06,0.08,0.564,0.254,0.0,0.024,0.039,0.039,0.073,0.591,0.16399999999999998,0.061,0.0,0.049,0.061,0.014,0.85,0.036000000000000004,0.024,0.036000000000000004,0.0,0.04,0.051,0.6890000000000001,0.07400000000000001,0.046,0.01,0.13,0.0
564.0,0.057,0.0,0.653,0.084,0.026,0.029,0.151,0.014,0.2,0.0,0.55,0.149,0.029,0.059,0.073,0.8,0.056,0.0,0.014,0.036000000000000004,0.021,0.079,0.7390000000000001,0.029,0.043,0.0,0.043,0.069,0.006999999999999999,0.884,0.02,0.021,0.037000000000000005,0.0,0.03,0.04,0.687,0.017,0.039,0.003,0.214,0.0
565.0,0.057,0.0,0.687,0.087,0.027000000000000003,0.039,0.103,0.023,0.174,0.0,0.409,0.139,0.019,0.237,0.076,0.334,0.441,0.0,0.044,0.037000000000000005,0.067,0.099,0.6729999999999999,0.029,0.063,0.0,0.051,0.086,0.036000000000000004,0.706,0.041,0.051,0.066,0.0,0.1,0.06,0.644,0.017,0.044,0.006999999999999999,0.227,0.0
566.0,0.057,0.0,0.6940000000000001,0.086,0.039,0.03,0.094,0.077,0.187,0.0,0.059,0.063,0.0,0.614,0.066,0.393,0.429,0.0,0.027000000000000003,0.04,0.046,0.087,0.6940000000000001,0.027000000000000003,0.051,0.0,0.066,0.07400000000000001,0.049,0.557,0.049,0.09,0.099,0.0,0.157,0.063,0.544,0.027000000000000003,0.049,0.009000000000000001,0.309,0.0
567.0,0.057,0.0,0.711,0.086,0.029,0.029,0.08900000000000001,0.181,0.4,0.0,0.051,0.04,0.001,0.326,0.009000000000000001,0.5770000000000001,0.363,0.0,0.014,0.019,0.019,0.027000000000000003,0.8959999999999999,0.014,0.011,0.0,0.03,0.021,0.0,0.996,0.001,0.0,0.001,0.0,0.001,0.009000000000000001,0.8690000000000001,0.01,0.033,0.0,0.08,0.0
568.0,0.054000000000000006,0.0,0.59,0.07400000000000001,0.16,0.051,0.07,0.104,0.7759999999999999,0.0,0.024,0.004,0.017,0.07400000000000001,0.061,0.354,0.474,0.0,0.026,0.036000000000000004,0.049,0.054000000000000006,0.461,0.099,0.194,0.0,0.099,0.093,0.041,0.77,0.027000000000000003,0.033,0.039,0.0,0.09,0.087,0.319,0.029,0.057,0.006999999999999999,0.501,0.0
569.0,0.057,0.0,0.7,0.1,0.017,0.043,0.083,0.041,0.807,0.0,0.04,0.0,0.029,0.083,0.07,0.306,0.493,0.0,0.031,0.053,0.047,0.051,0.231,0.397,0.18,0.0,0.083,0.057,0.049,0.71,0.043,0.059,0.04,0.0,0.1,0.124,0.386,0.086,0.066,0.013,0.326,0.0
570.0,0.066,0.0,0.26,0.1,0.121,0.079,0.374,0.043,0.8,0.0,0.043,0.0,0.029,0.086,0.087,0.189,0.563,0.0,0.043,0.053,0.066,0.039,0.133,0.374,0.209,0.0,0.116,0.13,0.041,0.674,0.03,0.071,0.069,0.0,0.114,0.103,0.231,0.4,0.059,0.027000000000000003,0.18,0.0
571.0,0.079,0.0,0.269,0.16899999999999998,0.15,0.139,0.196,0.043,0.8009999999999999,0.0,0.041,0.0,0.029,0.086,0.083,0.213,0.57,0.0,0.031,0.05,0.053,0.053,0.16899999999999998,0.417,0.21600000000000005,0.0,0.09,0.056,0.037000000000000005,0.6890000000000001,0.041,0.071,0.063,0.0,0.099,0.129,0.29,0.303,0.123,0.04,0.116,0.0
572.0,0.057,0.0,0.5760000000000001,0.077,0.024,0.029,0.237,0.041,0.813,0.0,0.036000000000000004,0.0,0.029,0.081,0.036000000000000004,0.359,0.511,0.0,0.017,0.041,0.036000000000000004,0.023,0.236,0.569,0.116,0.0,0.023,0.034,0.033,0.649,0.171,0.03,0.041,0.0,0.076,0.07,0.361,0.194,0.047,0.013,0.314,0.0
573.0,0.057,0.0,0.7140000000000001,0.086,0.029,0.029,0.086,0.043,0.8,0.0,0.043,0.0,0.029,0.086,0.071,0.239,0.5489999999999999,0.0,0.033,0.054000000000000006,0.054000000000000006,0.02,0.203,0.479,0.229,0.0,0.034,0.036000000000000004,0.027000000000000003,0.667,0.117,0.037000000000000005,0.043,0.0,0.109,0.093,0.191,0.076,0.057,0.001,0.581,0.0
574.0,0.057,0.0,0.7140000000000001,0.086,0.029,0.029,0.086,0.027000000000000003,0.883,0.0,0.019,0.0,0.021,0.05,0.023,0.456,0.45,0.0,0.019,0.027000000000000003,0.026,0.026,0.304,0.464,0.121,0.0,0.037000000000000005,0.047,0.003,0.8109999999999999,0.117,0.006,0.016,0.0,0.047,0.043,0.664,0.133,0.034,0.016,0.11,0.0
575.0,0.057,0.0,0.7140000000000001,0.086,0.029,0.029,0.086,0.027000000000000003,0.879,0.0,0.016,0.0,0.023,0.056,0.023,0.419,0.474,0.0,0.024,0.027000000000000003,0.033,0.041,0.396,0.234,0.17,0.0,0.073,0.086,0.0,0.894,0.026,0.01,0.021,0.0,0.049,0.04,0.79,0.067,0.053,0.009000000000000001,0.041,0.0
576.0,0.057,0.0,0.7140000000000001,0.086,0.029,0.029,0.086,0.037000000000000005,0.8270000000000001,0.0,0.036000000000000004,0.0,0.026,0.07400000000000001,0.044,0.303,0.5329999999999999,0.0,0.029,0.046,0.046,0.043,0.313,0.354,0.15,0.0,0.063,0.077,0.011,0.703,0.16899999999999998,0.011,0.034,0.0,0.071,0.101,0.49,0.199,0.101,0.031,0.077,0.0
577.0,0.057,0.0,0.7140000000000001,0.086,0.029,0.029,0.086,0.034,0.841,0.0,0.027000000000000003,0.0,0.029,0.069,0.037000000000000005,0.273,0.573,0.0,0.029,0.041,0.047,0.029,0.303,0.397,0.166,0.0,0.051,0.054000000000000006,0.006,0.7959999999999999,0.11,0.009000000000000001,0.021,0.0,0.059,0.101,0.5710000000000001,0.134,0.079,0.034,0.08,0.0
578.0,0.057,0.0,0.71,0.086,0.029,0.027000000000000003,0.091,0.006999999999999999,0.967,0.0,0.003,0.0,0.006999999999999999,0.016,0.011,0.841,0.117,0.0,0.004,0.017,0.009000000000000001,0.014,0.251,0.514,0.166,0.0,0.021,0.033,0.06,0.833,0.019,0.017,0.011,0.0,0.06,0.011,0.921,0.023,0.029,0.006,0.01,0.0
579.0,0.054000000000000006,0.0,0.609,0.08,0.067,0.031,0.159,0.003,0.979,0.0,0.0,0.0,0.004,0.014,0.009000000000000001,0.969,0.003,0.0,0.001,0.014,0.004,0.009000000000000001,0.264,0.3670000000000001,0.293,0.0,0.034,0.033,0.091,0.769,0.01,0.036000000000000004,0.021,0.0,0.073,0.0,0.971,0.0,0.029,0.0,0.0,0.0
580.0,0.057,0.0,0.22,0.087,0.066,0.104,0.466,0.279,0.601,0.0,0.024,0.011,0.016,0.069,0.27,0.56,0.05,0.0,0.023,0.039,0.059,0.017,0.151,0.273,0.49,0.0,0.034,0.034,0.019,0.79,0.021,0.043,0.041,0.0,0.086,0.099,0.42,0.227,0.1,0.023,0.131,0.0
581.0,0.03,0.0,0.05,0.03,0.01,0.0,0.88,0.174,0.126,0.0,0.054000000000000006,0.043,0.003,0.6,0.449,0.067,0.033,0.0,0.023,0.013,0.416,0.036000000000000004,0.063,0.214,0.269,0.0,0.131,0.287,0.04,0.563,0.037000000000000005,0.063,0.053,0.0,0.244,0.133,0.483,0.213,0.076,0.04,0.056,0.0
